event_id,user_id,event_date,day_index,event_type,concept_id,concept_name,category,difficulty,elapsed_days,prior_exposures,prior_accuracy,study_minutes,quiz_score,recall_correct
user_049-d12-e028,user_049,2026-06-13,12,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,14,,
user_049-d12-e029,user_049,2026-06-13,12,study,pandas,Pandas DataFrames,data,0.38,1,6,0.75,25,,
user_049-d13-e030,user_049,2026-06-14,13,study,pandas,Pandas DataFrames,data,0.38,1,7,0.75,24,,
user_049-d13-e031,user_049,2026-06-14,13,quiz,oop,Object-Oriented Programming,programming,0.48,3,6,1.0,,29,0
user_049-d15-e032,user_049,2026-06-16,15,study,pandas,Pandas DataFrames,data,0.38,2,8,0.75,10,,
user_049-d15-e033,user_049,2026-06-16,15,study,prompt-engineering,Prompt Engineering,ai,0.35,3,8,0.5,20,,
user_049-d17-e034,user_049,2026-06-18,17,study,pandas,Pandas DataFrames,data,0.38,2,9,0.75,44,,
user_049-d17-e035,user_049,2026-06-18,17,study,prompt-engineering,Prompt Engineering,ai,0.35,2,9,0.5,37,,
user_049-d17-e036,user_049,2026-06-18,17,quiz,oop,Object-Oriented Programming,programming,0.48,4,7,0.75,,27,0
user_049-d18-e037,user_049,2026-06-19,18,study,vector-db,Vector Databases,ai,0.58,8,4,0.5,16,,
user_049-d19-e038,user_049,2026-06-20,19,quiz,oop,Object-Oriented Programming,programming,0.48,2,8,0.6,,67,0
user_049-d19-e039,user_049,2026-06-20,19,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,12,,
user_049-d19-e040,user_049,2026-06-20,19,study,vector-db,Vector Databases,ai,0.58,1,5,0.5,40,,
user_049-d20-e041,user_049,2026-06-21,20,quiz,vector-db,Vector Databases,ai,0.58,1,6,0.5,,78,1
user_049-d20-e042,user_049,2026-06-21,20,study,prompt-engineering,Prompt Engineering,ai,0.35,3,10,0.5,43,,
user_049-d21-e043,user_049,2026-06-22,21,quiz,python-basics,Python Basics,programming,0.22,15,1,0.0,,35,0
user_049-d21-e044,user_049,2026-06-22,21,quiz,prompt-engineering,Prompt Engineering,ai,0.35,1,11,0.5,,81,1
user_049-d22-e045,user_049,2026-06-23,22,quiz,pandas,Pandas DataFrames,data,0.38,5,10,0.75,,81,1
user_049-d23-e046,user_049,2026-06-24,23,study,pandas,Pandas DataFrames,data,0.38,1,11,0.8,12,,
user_049-d23-e047,user_049,2026-06-24,23,quiz,pandas,Pandas DataFrames,data,0.38,0,12,0.8,,97,1
user_049-d24-e048,user_049,2026-06-25,24,quiz,pandas,Pandas DataFrames,data,0.38,1,13,0.833,,96,1
user_049-d25-e049,user_049,2026-06-26,25,quiz,pandas,Pandas DataFrames,data,0.38,1,14,0.857,,90,1
user_049-d25-e050,user_049,2026-06-26,25,study,classification,Classification Metrics,machine-learning,0.52,14,2,0.0,42,,
user_049-d25-e051,user_049,2026-06-26,25,study,oop,Object-Oriented Programming,programming,0.48,6,9,0.5,26,,
user_049-d26-e052,user_049,2026-06-27,26,quiz,pandas,Pandas DataFrames,data,0.38,1,15,0.875,,89,1
user_049-d27-e053,user_049,2026-06-28,27,quiz,vector-db,Vector Databases,ai,0.58,7,7,0.667,,69,0
user_049-d27-e054,user_049,2026-06-28,27,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,34,,
user_049-d27-e055,user_049,2026-06-28,27,study,oop,Object-Oriented Programming,programming,0.48,2,10,0.5,40,,
user_049-d28-e056,user_049,2026-06-29,28,study,classification,Classification Metrics,machine-learning,0.52,3,3,0.0,28,,
user_049-d29-e057,user_049,2026-06-30,29,quiz,prompt-engineering,Prompt Engineering,ai,0.35,8,12,0.667,,83,1
user_050-d00-e001,user_050,2026-06-01,0,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,42,,
user_050-d01-e002,user_050,2026-06-02,1,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,29,,
user_050-d02-e003,user_050,2026-06-03,2,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,32,,
user_050-d04-e004,user_050,2026-06-05,4,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,12,,
user_050-d04-e005,user_050,2026-06-05,4,study,rag,Retrieval-Augmented Generation,ai,0.62,3,1,0.0,42,,
user_050-d05-e006,user_050,2026-06-06,5,study,rag,Retrieval-Augmented Generation,ai,0.62,1,2,0.0,22,,
user_050-d06-e007,user_050,2026-06-07,6,study,python-basics,Python Basics,programming,0.22,0,0,0.0,29,,
user_050-d07-e008,user_050,2026-06-08,7,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,7,1,0.0,,75,1
user_050-d08-e009,user_050,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,3,3,0.0,39,,
user_050-d08-e010,user_050,2026-06-09,8,study,python-basics,Python Basics,programming,0.22,2,1,0.0,22,,
user_050-d09-e011,user_050,2026-06-10,9,study,linear-regression,Linear Regression,machine-learning,0.5,7,1,0.0,15,,
user_050-d09-e012,user_050,2026-06-10,9,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,33,,
user_050-d10-e013,user_050,2026-06-11,10,quiz,python-basics,Python Basics,programming,0.22,2,2,0.0,,91,1
user_050-d11-e014,user_050,2026-06-12,11,study,classification,Classification Metrics,machine-learning,0.52,2,1,0.0,42,,
user_050-d11-e015,user_050,2026-06-12,11,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,4,2,1.0,45,,
user_050-d12-e016,user_050,2026-06-13,12,quiz,rag,Retrieval-Augmented Generation,ai,0.62,4,4,0.0,,47,0
user_050-d12-e017,user_050,2026-06-13,12,study,linear-regression,Linear Regression,machine-learning,0.5,3,2,0.0,37,,
user_050-d13-e018,user_050,2026-06-14,13,study,rag,Retrieval-Augmented Generation,ai,0.62,1,5,0.0,26,,
user_050-d14-e019,user_050,2026-06-15,14,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,43,,
user_050-d15-e020,user_050,2026-06-16,15,study,rag,Retrieval-Augmented Generation,ai,0.62,2,6,0.0,32,,
user_050-d17-e021,user_050,2026-06-18,17,quiz,python-basics,Python Basics,programming,0.22,7,3,1.0,,48,0
user_050-d17-e022,user_050,2026-06-18,17,study,linear-regression,Linear Regression,machine-learning,0.5,5,3,0.0,22,,
user_050-d18-e023,user_050,2026-06-19,18,quiz,linear-regression,Linear Regression,machine-learning,0.5,1,4,0.0,,100,1
user_050-d19-e024,user_050,2026-06-20,19,study,rag,Retrieval-Augmented Generation,ai,0.62,4,7,0.0,39,,
user_050-d19-e025,user_050,2026-06-20,19,study,linear-regression,Linear Regression,machine-learning,0.5,1,5,1.0,38,,
user_050-d20-e026,user_050,2026-06-21,20,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,11,,
user_050-d20-e027,user_050,2026-06-21,20,study,statistics,Statistics Fundamentals,data-science,0.55,6,1,0.0,29,,
user_050-d21-e028,user_050,2026-06-22,21,study,rag,Retrieval-Augmented Generation,ai,0.62,2,8,0.0,8,,
user_050-d21-e029,user_050,2026-06-22,21,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,10,3,1.0,,54,0
user_050-d21-e030,user_050,2026-06-22,21,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,4,0.5,38,,
user_050-d22-e031,user_050,2026-06-23,22,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,13,,
user_050-d22-e032,user_050,2026-06-23,22,quiz,classification,Classification Metrics,machine-learning,0.52,11,2,0.0,,68,0
user_050-d24-e033,user_050,2026-06-25,24,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,3,5,0.5,15,,
user_050-d24-e034,user_050,2026-06-25,24,study,statistics,Statistics Fundamentals,data-science,0.55,4,2,0.0,41,,
user_050-d25-e035,user_050,2026-06-26,25,study,rag,Retrieval-Augmented Generation,ai,0.62,4,9,0.0,8,,
user_050-d25-e036,user_050,2026-06-26,25,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,3,0.0,,96,1
user_050-d26-e037,user_050,2026-06-27,26,study,python-basics,Python Basics,programming,0.22,9,4,0.5,18,,
user_050-d27-e038,user_050,2026-06-28,27,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,3,6,0.5,,43,0
user_050-d28-e039,user_050,2026-06-29,28,study,statistics,Statistics Fundamentals,data-science,0.55,3,4,1.0,29,,
user_050-d28-e040,user_050,2026-06-29,28,quiz,fastapi,FastAPI Backend,backend,0.4,6,1,0.0,,30,0
user_050-d29-e041,user_050,2026-06-30,29,study,python-basics,Python Basics,programming,0.22,3,5,0.5,19,,
user_050-d29-e042,user_050,2026-06-30,29,quiz,linear-regression,Linear Regression,machine-learning,0.5,10,6,1.0,,97,1
user_051-d00-e001,user_051,2026-06-01,0,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,8,,
user_051-d00-e002,user_051,2026-06-01,0,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,26,,
user_051-d01-e003,user_051,2026-06-02,1,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,27,,
user_051-d01-e004,user_051,2026-06-02,1,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,33,,
user_051-d01-e005,user_051,2026-06-02,1,study,prompt-engineering,Prompt Engineering,ai,0.35,0,1,0.0,20,,
user_051-d03-e006,user_051,2026-06-04,3,study,python-basics,Python Basics,programming,0.22,0,0,0.0,19,,
user_051-d04-e007,user_051,2026-06-05,4,study,prompt-engineering,Prompt Engineering,ai,0.35,3,2,0.0,32,,
user_051-d05-e008,user_051,2026-06-06,5,study,vector-db,Vector Databases,ai,0.58,4,1,0.0,38,,
user_051-d06-e009,user_051,2026-06-07,6,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,21,,
user_051-d08-e010,user_051,2026-06-09,8,study,oop,Object-Oriented Programming,programming,0.48,2,1,0.0,8,,
user_051-d08-e011,user_051,2026-06-09,8,study,linear-regression,Linear Regression,machine-learning,0.5,8,1,0.0,36,,
user_051-d08-e012,user_051,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,28,,
user_051-d09-e013,user_051,2026-06-10,9,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,43,,
user_051-d10-e014,user_051,2026-06-11,10,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,38,,
user_051-d11-e015,user_051,2026-06-12,11,study,linear-regression,Linear Regression,machine-learning,0.5,3,2,0.0,21,,
user_051-d12-e016,user_051,2026-06-13,12,quiz,statistics,Statistics Fundamentals,data-science,0.55,12,1,0.0,,55,0
user_051-d12-e017,user_051,2026-06-13,12,quiz,vector-db,Vector Databases,ai,0.58,7,2,0.0,,55,0
user_051-d12-e018,user_051,2026-06-13,12,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,30,,
user_051-d13-e019,user_051,2026-06-14,13,quiz,rag,Retrieval-Augmented Generation,ai,0.62,5,1,0.0,,47,0
user_051-d14-e020,user_051,2026-06-15,14,study,oop,Object-Oriented Programming,programming,0.48,6,2,0.0,19,,
user_051-d15-e021,user_051,2026-06-16,15,study,pandas,Pandas DataFrames,data,0.38,6,1,0.0,41,,
user_051-d15-e022,user_051,2026-06-16,15,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,27,,
user_051-d15-e023,user_051,2026-06-16,15,quiz,python-basics,Python Basics,programming,0.22,12,1,0.0,,20,0
user_051-d16-e024,user_051,2026-06-17,16,quiz,python-basics,Python Basics,programming,0.22,1,2,0.0,,97,1
user_051-d16-e025,user_051,2026-06-17,16,quiz,python-basics,Python Basics,programming,0.22,0,3,0.5,,21,0
user_051-d17-e026,user_051,2026-06-18,17,quiz,vector-db,Vector Databases,ai,0.58,5,3,0.0,,50,0
user_051-d17-e027,user_051,2026-06-18,17,quiz,vector-db,Vector Databases,ai,0.58,0,4,0.0,,76,1
user_051-d17-e028,user_051,2026-06-18,17,quiz,sql-joins,SQL Joins,data,0.42,2,1,0.0,,98,1
user_051-d18-e029,user_051,2026-06-19,18,study,oop,Object-Oriented Programming,programming,0.48,4,3,0.0,15,,
user_051-d20-e030,user_051,2026-06-21,20,quiz,linear-regression,Linear Regression,machine-learning,0.5,9,3,0.0,,32,0
user_051-d20-e031,user_051,2026-06-21,20,study,vector-db,Vector Databases,ai,0.58,3,5,0.333,28,,
user_051-d21-e032,user_051,2026-06-22,21,quiz,sql-joins,SQL Joins,data,0.42,4,2,1.0,,20,0
user_051-d21-e033,user_051,2026-06-22,21,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,34,,
user_051-d21-e034,user_051,2026-06-22,21,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,9,1,0.0,20,,
user_051-d22-e035,user_051,2026-06-23,22,study,vector-db,Vector Databases,ai,0.58,2,6,0.333,19,,
user_051-d22-e036,user_051,2026-06-23,22,study,python-basics,Python Basics,programming,0.22,6,4,0.333,40,,
user_051-d22-e037,user_051,2026-06-23,22,quiz,vector-db,Vector Databases,ai,0.58,0,7,0.333,,75,1
user_051-d23-e038,user_051,2026-06-24,23,study,linear-regression,Linear Regression,machine-learning,0.5,3,4,0.0,44,,
user_051-d24-e039,user_051,2026-06-25,24,study,rag,Retrieval-Augmented Generation,ai,0.62,11,2,0.0,13,,
user_051-d24-e040,user_051,2026-06-25,24,study,linear-regression,Linear Regression,machine-learning,0.5,1,5,0.0,45,,
user_051-d24-e041,user_051,2026-06-25,24,quiz,linear-regression,Linear Regression,machine-learning,0.5,0,6,0.0,,81,1
user_051-d25-e042,user_051,2026-06-26,25,quiz,vector-db,Vector Databases,ai,0.58,3,8,0.5,,96,1
user_051-d25-e043,user_051,2026-06-26,25,study,prompt-engineering,Prompt Engineering,ai,0.35,21,3,0.0,16,,
user_051-d26-e044,user_051,2026-06-27,26,study,python-basics,Python Basics,programming,0.22,4,5,0.333,16,,
user_051-d27-e045,user_051,2026-06-28,27,study,prompt-engineering,Prompt Engineering,ai,0.35,2,4,0.0,20,,
user_051-d27-e046,user_051,2026-06-28,27,study,python-basics,Python Basics,programming,0.22,1,6,0.333,36,,
user_051-d28-e047,user_051,2026-06-29,28,study,sql-joins,SQL Joins,data,0.42,7,3,0.5,41,,
user_051-d29-e048,user_051,2026-06-30,29,study,prompt-engineering,Prompt Engineering,ai,0.35,2,5,0.0,45,,
user_052-d00-e001,user_052,2026-06-01,0,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,25,,
user_052-d02-e002,user_052,2026-06-03,2,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,24,,
user_052-d02-e003,user_052,2026-06-03,2,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,41,,
user_052-d03-e004,user_052,2026-06-04,3,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,37,,
user_052-d03-e005,user_052,2026-06-04,3,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,44,,
user_052-d04-e006,user_052,2026-06-05,4,study,fastapi,FastAPI Backend,backend,0.4,2,1,0.0,14,,
user_052-d05-e007,user_052,2026-06-06,5,study,python-basics,Python Basics,programming,0.22,0,0,0.0,18,,
user_052-d05-e008,user_052,2026-06-06,5,study,linear-regression,Linear Regression,machine-learning,0.5,2,1,0.0,14,,
user_052-d06-e009,user_052,2026-06-07,6,study,classification,Classification Metrics,machine-learning,0.52,3,1,0.0,19,,
user_052-d07-e010,user_052,2026-06-08,7,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,37,,
user_052-d07-e011,user_052,2026-06-08,7,quiz,statistics,Statistics Fundamentals,data-science,0.55,5,1,0.0,,35,0
user_052-d08-e012,user_052,2026-06-09,8,study,linear-regression,Linear Regression,machine-learning,0.5,3,2,0.0,33,,
user_052-d09-e013,user_052,2026-06-10,9,quiz,pandas,Pandas DataFrames,data,0.38,2,1,0.0,,52,0
user_052-d11-e014,user_052,2026-06-12,11,study,pandas,Pandas DataFrames,data,0.38,2,2,0.0,9,,
user_052-d12-e015,user_052,2026-06-13,12,quiz,linear-regression,Linear Regression,machine-learning,0.5,4,3,0.0,,53,0
user_052-d13-e016,user_052,2026-06-14,13,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,16,,
user_052-d14-e017,user_052,2026-06-15,14,quiz,python-basics,Python Basics,programming,0.22,9,1,0.0,,69,0
user_052-d14-e018,user_052,2026-06-15,14,study,linear-regression,Linear Regression,machine-learning,0.5,2,4,0.0,18,,
user_052-d15-e019,user_052,2026-06-16,15,quiz,classification,Classification Metrics,machine-learning,0.52,9,2,0.0,,25,0
user_052-d15-e020,user_052,2026-06-16,15,study,classification,Classification Metrics,machine-learning,0.52,0,3,0.0,23,,
user_052-d16-e021,user_052,2026-06-17,16,study,linear-regression,Linear Regression,machine-learning,0.5,2,5,0.0,18,,
user_052-d17-e022,user_052,2026-06-18,17,quiz,statistics,Statistics Fundamentals,data-science,0.55,10,2,0.0,,62,0
user_052-d18-e023,user_052,2026-06-19,18,quiz,classification,Classification Metrics,machine-learning,0.52,3,4,0.0,,79,1
user_052-d19-e024,user_052,2026-06-20,19,quiz,classification,Classification Metrics,machine-learning,0.52,1,5,0.5,,63,0
user_052-d20-e025,user_052,2026-06-21,20,study,statistics,Statistics Fundamentals,data-science,0.55,3,3,0.0,30,,
user_052-d20-e026,user_052,2026-06-21,20,study,pandas,Pandas DataFrames,data,0.38,9,3,0.0,19,,
user_052-d21-e027,user_052,2026-06-22,21,study,linear-regression,Linear Regression,machine-learning,0.5,5,6,0.0,8,,
user_052-d21-e028,user_052,2026-06-22,21,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,4,0.0,,28,0
user_052-d22-e029,user_052,2026-06-23,22,study,linear-regression,Linear Regression,machine-learning,0.5,1,7,0.0,29,,
user_052-d22-e030,user_052,2026-06-23,22,study,classification,Classification Metrics,machine-learning,0.52,3,6,0.333,26,,
user_052-d23-e031,user_052,2026-06-24,23,study,statistics,Statistics Fundamentals,data-science,0.55,2,5,0.0,34,,
user_052-d24-e032,user_052,2026-06-25,24,quiz,pandas,Pandas DataFrames,data,0.38,4,4,0.0,,25,0
user_052-d25-e033,user_052,2026-06-26,25,quiz,statistics,Statistics Fundamentals,data-science,0.55,2,6,0.0,,85,1
user_052-d26-e034,user_052,2026-06-27,26,study,statistics,Statistics Fundamentals,data-science,0.55,1,7,0.25,33,,
user_052-d27-e035,user_052,2026-06-28,27,study,statistics,Statistics Fundamentals,data-science,0.55,1,8,0.25,15,,
user_052-d28-e036,user_052,2026-06-29,28,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,40,,
user_052-d28-e037,user_052,2026-06-29,28,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,9,0.25,,43,0
user_053-d00-e001,user_053,2026-06-01,0,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,37,,
user_053-d01-e002,user_053,2026-06-02,1,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,15,,
user_053-d02-e003,user_053,2026-06-03,2,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,1,1,0.0,,36,0
user_053-d02-e004,user_053,2026-06-03,2,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,26,,
user_053-d02-e005,user_053,2026-06-03,2,study,python-basics,Python Basics,programming,0.22,0,0,0.0,42,,
user_053-d03-e006,user_053,2026-06-04,3,study,python-basics,Python Basics,programming,0.22,1,1,0.0,28,,
user_053-d04-e007,user_053,2026-06-05,4,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,2,2,0.0,10,,
user_053-d05-e008,user_053,2026-06-06,5,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,13,,
user_053-d05-e009,user_053,2026-06-06,5,quiz,oop,Object-Oriented Programming,programming,0.48,0,1,0.0,,88,1
user_053-d06-e010,user_053,2026-06-07,6,quiz,python-basics,Python Basics,programming,0.22,3,2,0.0,,98,1
user_053-d06-e011,user_053,2026-06-07,6,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,37,,
user_053-d06-e012,user_053,2026-06-07,6,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,31,,
user_053-d08-e013,user_053,2026-06-09,8,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,14,,
user_053-d08-e014,user_053,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,6,1,0.0,27,,
user_053-d09-e015,user_053,2026-06-10,9,study,rag,Retrieval-Augmented Generation,ai,0.62,1,2,0.0,13,,
user_053-d10-e016,user_053,2026-06-11,10,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,6,3,0.0,,39,0
user_053-d10-e017,user_053,2026-06-11,10,quiz,linear-regression,Linear Regression,machine-learning,0.5,10,1,0.0,,23,0
user_053-d10-e018,user_053,2026-06-11,10,study,python-basics,Python Basics,programming,0.22,4,3,1.0,35,,
user_053-d11-e019,user_053,2026-06-12,11,study,oop,Object-Oriented Programming,programming,0.48,6,2,1.0,10,,
user_053-d12-e020,user_053,2026-06-13,12,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,2,4,0.0,8,,
user_053-d12-e021,user_053,2026-06-13,12,quiz,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,5,0.0,,83,1
user_053-d13-e022,user_053,2026-06-14,13,study,rag,Retrieval-Augmented Generation,ai,0.62,4,3,0.0,22,,
user_053-d14-e023,user_053,2026-06-15,14,study,oop,Object-Oriented Programming,programming,0.48,3,3,1.0,26,,
user_053-d15-e024,user_053,2026-06-16,15,study,python-basics,Python Basics,programming,0.22,5,4,1.0,29,,
user_053-d15-e025,user_053,2026-06-16,15,quiz,python-basics,Python Basics,programming,0.22,0,5,1.0,,85,1
user_053-d16-e026,user_053,2026-06-17,16,study,sql-joins,SQL Joins,data,0.42,10,1,0.0,39,,
user_053-d17-e027,user_053,2026-06-18,17,study,rag,Retrieval-Augmented Generation,ai,0.62,4,4,0.0,33,,
user_053-d19-e028,user_053,2026-06-20,19,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,7,6,0.333,30,,
user_053-d19-e029,user_053,2026-06-20,19,quiz,rag,Retrieval-Augmented Generation,ai,0.62,2,5,0.0,,84,1
user_053-d19-e030,user_053,2026-06-20,19,quiz,rag,Retrieval-Augmented Generation,ai,0.62,0,6,1.0,,94,1
user_053-d20-e031,user_053,2026-06-21,20,study,linear-regression,Linear Regression,machine-learning,0.5,10,2,0.0,9,,
user_053-d20-e032,user_053,2026-06-21,20,study,statistics,Statistics Fundamentals,data-science,0.55,12,1,0.0,39,,
user_053-d21-e033,user_053,2026-06-22,21,study,linear-regression,Linear Regression,machine-learning,0.5,1,3,0.0,15,,
user_053-d21-e034,user_053,2026-06-22,21,study,oop,Object-Oriented Programming,programming,0.48,7,4,1.0,15,,
user_053-d21-e035,user_053,2026-06-22,21,quiz,oop,Object-Oriented Programming,programming,0.48,0,5,1.0,,98,1
user_053-d22-e036,user_053,2026-06-23,22,quiz,sql-joins,SQL Joins,data,0.42,6,2,0.0,,58,0
user_053-d22-e037,user_053,2026-06-23,22,study,statistics,Statistics Fundamentals,data-science,0.55,2,2,0.0,14,,
user_053-d22-e038,user_053,2026-06-23,22,quiz,rag,Retrieval-Augmented Generation,ai,0.62,3,7,1.0,,40,0
user_053-d23-e039,user_053,2026-06-24,23,quiz,oop,Object-Oriented Programming,programming,0.48,2,6,1.0,,89,1
user_053-d23-e040,user_053,2026-06-24,23,study,python-basics,Python Basics,programming,0.22,8,6,1.0,19,,
user_053-d24-e041,user_053,2026-06-25,24,study,statistics,Statistics Fundamentals,data-science,0.55,2,3,0.0,37,,
user_053-d25-e042,user_053,2026-06-26,25,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,6,7,0.333,34,,
user_053-d25-e043,user_053,2026-06-26,25,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,20,,
user_053-d26-e044,user_053,2026-06-27,26,study,oop,Object-Oriented Programming,programming,0.48,3,7,1.0,40,,
user_053-d26-e045,user_053,2026-06-27,26,study,vector-db,Vector Databases,ai,0.58,20,1,0.0,34,,
user_053-d27-e046,user_053,2026-06-28,27,study,oop,Object-Oriented Programming,programming,0.48,1,8,1.0,38,,
user_053-d27-e047,user_053,2026-06-28,27,study,sql-joins,SQL Joins,data,0.42,5,3,0.0,32,,
user_053-d27-e048,user_053,2026-06-28,27,study,statistics,Statistics Fundamentals,data-science,0.55,3,4,0.0,18,,
user_053-d28-e049,user_053,2026-06-29,28,study,oop,Object-Oriented Programming,programming,0.48,1,9,1.0,20,,
user_053-d29-e050,user_053,2026-06-30,29,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,4,8,0.333,37,,
user_054-d00-e001,user_054,2026-06-01,0,study,sql-joins,SQL Joins,data,0.42,0,0,0.0,23,,
user_054-d00-e002,user_054,2026-06-01,0,study,pandas,Pandas DataFrames,data,0.38,0,0,0.0,8,,
user_054-d00-e003,user_054,2026-06-01,0,study,classification,Classification Metrics,machine-learning,0.52,0,0,0.0,34,,
user_054-d01-e004,user_054,2026-06-02,1,study,classification,Classification Metrics,machine-learning,0.52,1,1,0.0,34,,
user_054-d01-e005,user_054,2026-06-02,1,study,fastapi,FastAPI Backend,backend,0.4,0,0,0.0,42,,
user_054-d01-e006,user_054,2026-06-02,1,study,statistics,Statistics Fundamentals,data-science,0.55,0,0,0.0,42,,
user_054-d02-e007,user_054,2026-06-03,2,quiz,statistics,Statistics Fundamentals,data-science,0.55,1,1,0.0,,87,1
user_054-d02-e008,user_054,2026-06-03,2,quiz,fastapi,FastAPI Backend,backend,0.4,1,1,0.0,,97,1
user_054-d03-e009,user_054,2026-06-04,3,study,prompt-engineering,Prompt Engineering,ai,0.35,0,0,0.0,35,,
user_054-d03-e010,user_054,2026-06-04,3,study,oop,Object-Oriented Programming,programming,0.48,0,0,0.0,17,,
user_054-d03-e011,user_054,2026-06-04,3,study,vector-db,Vector Databases,ai,0.58,0,0,0.0,15,,
user_054-d04-e012,user_054,2026-06-05,4,study,classification,Classification Metrics,machine-learning,0.52,3,2,0.0,23,,
user_054-d04-e013,user_054,2026-06-05,4,study,pandas,Pandas DataFrames,data,0.38,4,1,0.0,29,,
user_054-d05-e014,user_054,2026-06-06,5,study,classification,Classification Metrics,machine-learning,0.52,1,3,0.0,23,,
user_054-d05-e015,user_054,2026-06-06,5,study,linear-regression,Linear Regression,machine-learning,0.5,0,0,0.0,26,,
user_054-d06-e016,user_054,2026-06-07,6,quiz,prompt-engineering,Prompt Engineering,ai,0.35,3,1,0.0,,58,0
user_054-d06-e017,user_054,2026-06-07,6,study,sql-joins,SQL Joins,data,0.42,6,1,0.0,26,,
user_054-d08-e018,user_054,2026-06-09,8,study,classification,Classification Metrics,machine-learning,0.52,3,4,0.0,18,,
user_054-d08-e019,user_054,2026-06-09,8,study,rag,Retrieval-Augmented Generation,ai,0.62,0,0,0.0,38,,
user_054-d08-e020,user_054,2026-06-09,8,study,classification,Classification Metrics,machine-learning,0.52,0,5,0.0,16,,
user_054-d09-e021,user_054,2026-06-10,9,study,prompt-engineering,Prompt Engineering,ai,0.35,3,2,0.0,22,,
user_054-d11-e022,user_054,2026-06-12,11,study,oop,Object-Oriented Programming,programming,0.48,8,1,0.0,31,,
user_054-d12-e023,user_054,2026-06-13,12,study,oop,Object-Oriented Programming,programming,0.48,1,2,0.0,18,,
user_054-d12-e024,user_054,2026-06-13,12,study,neo4j-graph,Neo4j Knowledge Graphs,backend,0.57,0,0,0.0,17,,
user_054-d13-e025,user_054,2026-06-14,13,study,oop,Object-Oriented Programming,programming,0.48,1,3,0.0,39,,
