user_id,concept_id,event_date,day_index,difficulty,elapsed_days,prior_exposures,successful_recalls,failed_recalls,prior_accuracy,motivation,prior_knowledge,quiz_score,recall_correct,true_recall_probability
user_035,vector-db,2026-06-22,21,0.58,2,2,0,0,0.0,0.612,0.463,77,1,0.3884
user_035,classification,2026-06-23,22,0.52,4,4,1,0,1.0,0.612,0.463,37,0,0.3091
user_035,python-basics,2026-06-25,24,0.22,1,10,1,1,0.5,0.612,0.463,92,1,0.9043
user_036,vector-db,2026-06-09,8,0.58,1,2,0,0,0.0,0.741,0.501,39,0,0.6555
user_036,statistics,2026-06-10,9,0.55,3,1,0,0,0.0,0.741,0.501,85,1,0.2035
user_036,pandas,2026-06-11,10,0.38,3,2,0,0,0.0,0.741,0.501,87,1,0.3571
user_036,vector-db,2026-06-12,11,0.58,1,4,0,1,0.0,0.741,0.501,80,1,0.6799
user_036,vector-db,2026-06-19,18,0.58,4,8,1,1,0.5,0.741,0.501,30,0,0.4041
user_036,statistics,2026-06-20,19,0.55,2,3,1,0,1.0,0.741,0.501,87,1,0.5037
user_036,oop,2026-06-21,20,0.48,12,3,0,0,0.0,0.741,0.501,49,0,0.0589
user_036,statistics,2026-06-21,20,0.55,1,4,2,0,1.0,0.741,0.501,89,1,0.7719
user_036,oop,2026-06-24,23,0.48,3,4,0,1,0.0,0.741,0.501,98,1,0.3361
user_036,pandas,2026-06-29,28,0.38,18,3,1,0,1.0,0.741,0.501,50,0,0.0502
user_037,python-basics,2026-06-02,1,0.22,0,1,0,0,0.0,0.691,0.174,78,1,0.97
user_037,rag,2026-06-08,7,0.62,1,1,0,0,0.0,0.691,0.174,99,1,0.5041
user_037,rag,2026-06-08,7,0.62,0,2,1,0,1.0,0.691,0.174,93,1,0.97
user_037,oop,2026-06-14,13,0.48,12,2,0,0,0.0,0.691,0.174,37,0,0.03
user_037,prompt-engineering,2026-06-21,20,0.35,15,1,0,0,0.0,0.691,0.174,43,0,0.03
user_037,rag,2026-06-23,22,0.62,0,8,2,0,1.0,0.691,0.174,94,1,0.97
user_037,python-basics,2026-06-26,25,0.22,2,13,1,0,1.0,0.691,0.174,91,1,0.8283
user_037,oop,2026-06-27,26,0.48,5,6,0,1,0.0,0.691,0.174,67,0,0.2166
user_037,oop,2026-06-29,28,0.48,0,9,0,2,0.0,0.691,0.174,99,1,0.97
user_037,classification,2026-06-29,28,0.52,25,3,0,0,0.0,0.691,0.174,43,0,0.03
user_037,oop,2026-06-30,29,0.48,1,10,1,2,0.333,0.691,0.174,76,1,0.812
user_038,rag,2026-06-06,5,0.62,5,1,0,0,0.0,1.003,0.602,77,1,0.0982
user_038,prompt-engineering,2026-06-11,10,0.35,6,1,0,0,0.0,1.003,0.602,83,1,0.1398
user_038,pandas,2026-06-12,11,0.38,9,1,0,0,0.0,1.003,0.602,51,0,0.0905
user_038,pandas,2026-06-13,12,0.38,1,2,0,1,0.0,1.003,0.602,87,1,0.6682
user_038,prompt-engineering,2026-06-16,15,0.35,2,3,1,0,1.0,1.003,0.602,89,1,0.6309
user_038,prompt-engineering,2026-06-17,16,0.35,1,4,2,0,1.0,1.003,0.602,75,1,0.8608
user_038,fastapi,2026-06-19,18,0.4,1,1,0,0,0.0,1.003,0.602,38,0,0.6853
user_038,pandas,2026-06-20,19,0.38,7,3,1,1,0.5,1.003,0.602,65,0,0.145
user_038,pandas,2026-06-21,20,0.38,1,4,1,2,0.333,1.003,0.602,89,1,0.7247
user_038,prompt-engineering,2026-06-22,21,0.35,5,5,3,0,1.0,1.003,0.602,97,1,0.4358
user_038,sql-joins,2026-06-22,21,0.42,12,4,0,0,0.0,1.003,0.602,34,0,0.0958
user_038,vector-db,2026-06-25,24,0.58,23,2,0,0,0.0,1.003,0.602,61,0,0.0744
user_038,prompt-engineering,2026-06-25,24,0.35,2,7,4,0,1.0,1.003,0.602,95,1,0.7958
user_038,statistics,2026-06-26,25,0.55,9,7,0,0,0.0,1.003,0.602,27,0,0.1759
user_038,sql-joins,2026-06-28,27,0.42,6,5,0,1,0.0,1.003,0.602,28,0,0.1869
user_038,pandas,2026-06-28,27,0.38,0,8,2,2,0.5,1.003,0.602,84,1,0.97
user_038,prompt-engineering,2026-06-29,28,0.35,4,8,5,0,1.0,1.003,0.602,22,0,0.6333
user_039,pandas,2026-06-06,5,0.38,4,1,0,0,0.0,0.872,0.643,48,0,0.2205
user_039,sql-joins,2026-06-06,5,0.42,2,2,0,0,0.0,0.872,0.643,100,1,0.5121
user_039,neo4j-graph,2026-06-08,7,0.57,2,1,0,0,0.0,0.872,0.643,26,0,0.3245
user_039,linear-regression,2026-06-11,10,0.5,1,1,0,0,0.0,0.872,0.643,97,1,0.6409
user_039,python-basics,2026-06-12,11,0.22,2,3,0,0,0.0,0.872,0.643,61,0,0.6667
user_039,neo4j-graph,2026-06-12,11,0.57,4,2,0,1,0.0,0.872,0.643,27,0,0.1142
user_039,pandas,2026-06-14,13,0.38,8,2,0,1,0.0,0.872,0.643,39,0,0.083
user_039,classification,2026-06-16,15,0.52,11,2,0,0,0.0,0.872,0.643,68,0,0.0732
user_039,sql-joins,2026-06-20,19,0.42,14,3,1,0,1.0,0.872,0.643,78,1,0.0809
user_039,sql-joins,2026-06-20,19,0.42,0,4,2,0,1.0,0.872,0.643,96,1,0.97
user_039,prompt-engineering,2026-06-22,21,0.35,9,2,0,0,0.0,0.872,0.643,54,0,0.1027
user_039,pandas,2026-06-25,24,0.38,11,3,0,2,0.0,0.872,0.643,49,0,0.0705
user_039,prompt-engineering,2026-06-29,28,0.35,4,4,0,1,0.0,0.872,0.643,58,0,0.3313
user_039,linear-regression,2026-06-30,29,0.5,5,4,1,0,1.0,0.872,0.643,21,0,0.2819
user_040,fastapi,2026-06-06,5,0.4,1,2,0,0,0.0,1.177,0.323,100,1,0.7211
user_040,oop,2026-06-08,7,0.48,4,1,0,0,0.0,1.177,0.323,43,0,0.1582
user_040,fastapi,2026-06-09,8,0.4,3,3,1,0,1.0,1.177,0.323,37,0,0.4423
user_040,python-basics,2026-06-10,9,0.22,6,1,0,0,0.0,1.177,0.323,39,0,0.15
user_040,oop,2026-06-10,9,0.48,2,2,0,1,0.0,1.177,0.323,40,0,0.3283
user_040,neo4j-graph,2026-06-11,10,0.57,1,2,0,0,0.0,1.177,0.323,88,1,0.644
user_040,prompt-engineering,2026-06-12,11,0.35,4,2,0,0,0.0,1.177,0.323,59,0,0.2982
user_040,prompt-engineering,2026-06-13,12,0.35,1,3,0,1,0.0,1.177,0.323,91,1,0.725
user_040,prompt-engineering,2026-06-14,13,0.35,1,4,1,1,0.5,1.177,0.323,86,1,0.7912
user_040,fastapi,2026-06-15,14,0.4,6,4,1,1,0.5,1.177,0.323,63,0,0.172
user_040,python-basics,2026-06-17,16,0.22,5,4,0,1,0.0,1.177,0.323,39,0,0.3111
user_040,prompt-engineering,2026-06-18,17,0.35,4,6,2,1,0.667,1.177,0.323,89,1,0.4607
user_040,neo4j-graph,2026-06-24,23,0.57,13,3,1,0,1.0,1.177,0.323,28,0,0.0632
user_040,neo4j-graph,2026-06-26,25,0.57,2,5,1,1,0.5,1.177,0.323,30,0,0.5047
user_040,neo4j-graph,2026-06-27,26,0.57,1,6,1,2,0.333,1.177,0.323,90,1,0.6908
user_040,python-basics,2026-06-27,26,0.22,5,7,0,2,0.0,1.177,0.323,99,1,0.3841
user_040,python-basics,2026-06-28,27,0.22,1,8,1,2,0.333,1.177,0.323,87,1,0.8875
user_040,oop,2026-06-28,27,0.48,12,6,0,2,0.0,1.177,0.323,42,0,0.0706
user_041,neo4j-graph,2026-06-02,1,0.57,1,1,0,0,0.0,0.711,0.257,79,1,0.5319
user_041,oop,2026-06-09,8,0.48,0,2,0,0,0.0,0.711,0.257,84,1,0.97
user_041,neo4j-graph,2026-06-15,14,0.57,13,2,1,0,1.0,0.711,0.257,66,0,0.03
user_041,fastapi,2026-06-18,17,0.4,1,4,0,0,0.0,0.711,0.257,30,0,0.7634
user_041,statistics,2026-06-21,20,0.55,2,5,0,0,0.0,0.711,0.257,80,1,0.5776
user_041,statistics,2026-06-23,22,0.55,0,7,1,0,1.0,0.711,0.257,78,1,0.97
user_041,oop,2026-06-23,22,0.48,1,4,1,0,1.0,0.711,0.257,40,0,0.7542
user_041,pandas,2026-06-25,24,0.38,11,4,0,0,0.0,0.711,0.257,86,1,0.0653
user_041,neo4j-graph,2026-06-27,26,0.57,10,4,1,1,0.5,0.711,0.257,60,0,0.0313
user_041,statistics,2026-06-29,28,0.55,4,9,2,0,1.0,0.711,0.257,80,1,0.4879
user_042,fastapi,2026-06-03,2,0.4,2,1,0,0,0.0,1.141,0.829,98,1,0.4636
user_042,python-basics,2026-06-07,6,0.22,1,2,0,0,0.0,1.141,0.829,78,1,0.83
user_042,sql-joins,2026-06-10,9,0.42,1,3,0,0,0.0,1.141,0.829,65,0,0.8021
user_042,sql-joins,2026-06-11,10,0.42,1,4,0,1,0.0,1.141,0.829,79,1,0.7684
user_042,python-basics,2026-06-11,10,0.22,2,4,1,0,1.0,1.141,0.829,88,1,0.7534
user_042,python-basics,2026-06-16,15,0.22,1,9,2,0,1.0,1.141,0.829,76,1,0.97
user_042,prompt-engineering,2026-06-17,16,0.35,0,3,0,0,0.0,1.141,0.829,82,1,0.97
user_042,fastapi,2026-06-19,18,0.4,3,8,1,0,1.0,1.141,0.829,76,1,0.6684
user_042,prompt-engineering,2026-06-22,21,0.35,5,5,1,0,1.0,1.141,0.829,39,0,0.4175
user_042,python-basics,2026-06-23,22,0.22,7,10,3,0,1.0,1.141,0.829,38,0,0.5614
user_042,fastapi,2026-06-23,22,0.4,2,11,2,0,1.0,1.141,0.829,99,1,0.8553
user_042,python-basics,2026-06-24,23,0.22,1,11,3,1,0.75,1.141,0.829,89,1,0.97
user_042,python-basics,2026-06-26,25,0.22,2,12,4,1,0.8,1.141,0.829,81,1,0.9011
user_043,python-basics,2026-06-02,1,0.22,1,1,0,0,0.0,0.672,0.291,64,0,0.6763
user_043,statistics,2026-06-10,9,0.55,6,1,0,0,0.0,0.672,0.291,68,0,0.0478
user_043,statistics,2026-06-11,10,0.55,1,2,0,1,0.0,0.672,0.291,51,0,0.5269
user_043,pandas,2026-06-12,11,0.38,8,1,0,0,0.0,0.672,0.291,67,0,0.04
user_043,python-basics,2026-06-14,13,0.22,6,6,0,1,0.0,0.672,0.291,49,0,0.2708
user_043,classification,2026-06-15,14,0.52,13,1,0,0,0.0,0.672,0.291,41,0,0.03
user_043,oop,2026-06-15,14,0.48,4,7,0,0,0.0,0.672,0.291,64,0,0.408
user_043,sql-joins,2026-06-16,15,0.42,11,1,0,0,0.0,0.672,0.291,22,0,0.03
user_043,python-basics,2026-06-17,16,0.22,1,9,0,2,0.0,0.672,0.291,88,1,0.8363
user_043,python-basics,2026-06-18,17,0.22,1,10,1,2,0.333,0.672,0.291,96,1,0.8617
user_043,oop,2026-06-22,21,0.48,3,9,0,1,0.0,0.672,0.291,66,0,0.5086
user_043,pandas,2026-06-23,22,0.38,3,6,0,1,0.0,0.672,0.291,28,0,0.4611
user_043,oop,2026-06-26,25,0.48,3,12,0,2,0.0,0.672,0.291,78,1,0.5479
user_043,python-basics,2026-06-30,29,0.22,3,13,2,2,0.5,0.672,0.291,78,1,0.7064
user_044,classification,2026-06-03,2,0.52,2,3,0,0,0.0,0.951,0.438,86,1,0.5108
user_044,classification,2026-06-04,3,0.52,1,4,1,0,1.0,0.951,0.438,88,1,0.7817
user_044,prompt-engineering,2026-06-07,6,0.35,4,1,0,0,0.0,0.951,0.438,41,0,0.2099
user_044,rag,2026-06-07,6,0.62,5,1,0,0,0.0,0.951,0.438,45,0,0.0871
user_044,classification,2026-06-09,8,0.52,1,6,2,0,1.0,0.951,0.438,85,1,0.8449
user_044,prompt-engineering,2026-06-11,10,0.35,4,2,0,1,0.0,0.951,0.438,85,1,0.175
user_044,classification,2026-06-13,12,0.52,1,8,3,0,1.0,0.951,0.438,96,1,0.8809
user_044,rag,2026-06-16,15,0.62,5,3,0,1,0.0,0.951,0.438,58,0,0.1087
user_044,prompt-engineering,2026-06-17,16,0.35,6,3,1,1,0.5,0.951,0.438,90,1,0.1575
user_044,oop,2026-06-19,18,0.48,7,1,0,0,0.0,0.951,0.438,20,0,0.0705
user_044,prompt-engineering,2026-06-20,19,0.35,3,4,2,1,0.667,0.951,0.438,59,0,0.4673
user_044,classification,2026-06-25,24,0.52,1,11,4,0,1.0,0.951,0.438,100,1,0.9145
user_044,statistics,2026-06-26,25,0.55,1,8,0,0,0.0,0.951,0.438,76,1,0.8534
user_044,vector-db,2026-06-28,27,0.58,1,6,0,0,0.0,0.951,0.438,85,1,0.802
user_045,rag,2026-06-05,4,0.62,1,2,0,0,0.0,0.757,0.374,27,0,0.6118
user_045,prompt-engineering,2026-06-08,7,0.35,5,1,0,0,0.0,0.757,0.374,23,0,0.12
user_045,neo4j-graph,2026-06-12,11,0.57,0,3,0,0,0.0,0.757,0.374,86,1,0.97
user_045,neo4j-graph,2026-06-13,12,0.57,1,4,1,0,1.0,0.757,0.374,64,0,0.7527
user_045,statistics,2026-06-14,13,0.55,3,2,0,0,0.0,0.757,0.374,40,0,0.2596
user_045,fastapi,2026-06-15,14,0.4,1,5,0,0,0.0,0.757,0.374,26,0,0.7917
user_045,rag,2026-06-17,16,0.62,12,3,0,1,0.0,0.757,0.374,56,0,0.0349
user_045,python-basics,2026-06-18,17,0.22,7,5,0,0,0.0,0.757,0.374,89,1,0.2691
user_045,python-basics,2026-06-21,20,0.22,3,7,1,0,1.0,0.757,0.374,47,0,0.6624
user_045,python-basics,2026-06-23,22,0.22,2,8,1,1,0.5,0.757,0.374,78,1,0.7373
user_045,python-basics,2026-06-23,22,0.22,0,9,2,1,0.667,0.757,0.374,82,1,0.97
user_045,neo4j-graph,2026-06-28,27,0.57,15,5,1,1,0.5,0.757,0.374,20,0,0.0379
user_045,fastapi,2026-06-30,29,0.4,3,9,0,1,0.0,0.757,0.374,64,0,0.544
user_045,neo4j-graph,2026-06-30,29,0.57,2,6,1,2,0.333,0.757,0.374,85,1,0.4599
user_046,rag,2026-06-04,3,0.62,2,1,0,0,0.0,1.135,0.249,26,0,0.3076
user_046,neo4j-graph,2026-06-07,6,0.57,0,2,0,0,0.0,1.135,0.249,75,1,0.97
user_046,linear-regression,2026-06-10,9,0.5,2,3,0,0,0.0,1.135,0.249,31,0,0.5269
user_046,classification,2026-06-10,9,0.52,5,3,0,0,0.0,1.135,0.249,46,0,0.1892
user_046,classification,2026-06-11,10,0.52,1,4,0,1,0.0,1.135,0.249,100,1,0.6889
user_046,linear-regression,2026-06-13,12,0.5,1,5,0,1,0.0,1.135,0.249,84,1,0.7404
user_046,classification,2026-06-21,20,0.52,2,6,1,1,0.5,1.135,0.249,99,1,0.5859
user_046,linear-regression,2026-06-25,24,0.5,4,7,1,1,0.5,1.135,0.249,55,0,0.3865
user_046,linear-regression,2026-06-27,26,0.5,2,9,1,2,0.333,1.135,0.249,49,0,0.624
user_046,classification,2026-06-28,27,0.52,2,9,2,1,0.667,1.135,0.249,85,1,0.7027
user_046,oop,2026-06-28,27,0.48,4,1,0,0,0.0,1.135,0.249,67,0,0.1487
user_046,rag,2026-06-30,29,0.62,1,9,0,1,0.0,1.135,0.249,77,1,0.8236
user_047,vector-db,2026-06-11,10,0.58,1,3,0,0,0.0,0.683,0.482,90,1,0.6685
user_047,classification,2026-06-12,11,0.52,3,2,0,0,0.0,0.683,0.482,78,1,0.2909
user_047,fastapi,2026-06-13,12,0.4,1,1,0,0,0.0,0.683,0.482,80,1,0.6558
user_047,statistics,2026-06-14,13,0.55,7,4,0,0,0.0,0.683,0.482,83,1,0.1202
user_047,vector-db,2026-06-14,13,0.58,3,4,1,0,1.0,0.683,0.482,43,0,0.3675
user_047,pandas,2026-06-18,17,0.38,2,3,0,0,0.0,0.683,0.482,81,1,0.5852
user_047,python-basics,2026-06-20,19,0.22,9,3,0,0,0.0,0.683,0.482,27,0,0.1404
user_047,vector-db,2026-06-20,19,0.58,3,6,1,1,0.5,0.683,0.482,36,0,0.3628
user_047,vector-db,2026-06-21,20,0.58,1,7,1,2,0.333,0.683,0.482,24,0,0.6916
user_047,fastapi,2026-06-22,21,0.4,5,3,1,0,1.0,0.683,0.482,45,0,0.2481
user_047,fastapi,2026-06-22,21,0.4,0,4,1,1,0.5,0.683,0.482,90,1,0.97
user_047,fastapi,2026-06-23,22,0.4,1,5,2,1,0.667,0.683,0.482,99,1,0.7918
user_047,fastapi,2026-06-24,23,0.4,1,6,3,1,0.75,0.683,0.482,86,1,0.8285
user_047,vector-db,2026-06-25,24,0.58,4,8,1,3,0.25,0.683,0.482,55,0,0.1827
user_047,vector-db,2026-06-26,25,0.58,1,9,1,4,0.2,0.683,0.482,76,1,0.6151
user_047,fastapi,2026-06-28,27,0.4,4,7,4,1,0.8,0.683,0.482,67,0,0.483
user_047,fastapi,2026-06-29,28,0.4,1,8,4,2,0.667,0.683,0.482,81,1,0.8335
user_048,fastapi,2026-06-04,3,0.4,2,1,0,0,0.0,0.557,0.439,48,0,0.4025
user_048,fastapi,2026-06-08,7,0.4,4,2,0,1,0.0,0.557,0.439,22,0,0.1349
user_048,statistics,2026-06-12,11,0.55,9,1,0,0,0.0,0.557,0.439,68,0,0.03
user_048,oop,2026-06-14,13,0.48,4,4,0,0,0.0,0.557,0.439,68,0,0.2851
user_048,fastapi,2026-06-17,16,0.4,1,6,0,2,0.0,0.557,0.439,58,0,0.7569
user_048,fastapi,2026-06-19,18,0.4,2,7,0,3,0.0,0.557,0.439,75,1,0.5159
user_048,pandas,2026-06-23,22,0.38,1,4,0,0,0.0,0.557,0.439,94,1,0.7821
user_048,fastapi,2026-06-25,24,0.4,5,9,1,3,0.25,0.557,0.439,86,1,0.3236
user_048,oop,2026-06-28,27,0.48,1,7,0,1,0.0,0.557,0.439,84,1,0.7809
user_048,prompt-engineering,2026-06-29,28,0.35,21,2,0,0,0.0,0.557,0.439,70,0,0.03
user_048,fastapi,2026-06-29,28,0.4,1,11,2,3,0.4,0.557,0.439,93,1,0.8565
user_049,oop,2026-06-02,1,0.48,1,1,0,0,0.0,1.022,0.417,88,1,0.6435
user_049,oop,2026-06-03,2,0.48,1,2,1,0,1.0,1.022,0.417,94,1,0.7277
user_049,prompt-engineering,2026-06-05,4,0.35,4,2,0,0,0.0,1.022,0.417,58,0,0.2914
user_049,pandas,2026-06-06,5,0.38,2,2,0,0,0.0,1.022,0.417,20,0,0.5114
user_049,prompt-engineering,2026-06-08,7,0.35,2,5,0,1,0.0,1.022,0.417,87,1,0.6265
user_049,pandas,2026-06-08,7,0.38,2,3,0,1,0.0,1.022,0.417,85,1,0.4651
user_049,oop,2026-06-08,7,0.48,1,4,2,0,1.0,1.022,0.417,98,1,0.8075
user_049,pandas,2026-06-09,8,0.38,1,4,1,1,0.5,1.022,0.417,91,1,0.7699
user_049,vector-db,2026-06-11,10,0.58,6,2,0,0,0.0,1.022,0.417,40,0,0.0952
user_049,vector-db,2026-06-11,10,0.58,0,3,0,1,0.0,1.022,0.417,84,1,0.97
user_049,pandas,2026-06-12,11,0.38,3,5,2,1,0.667,1.022,0.417,98,1,0.4992
user_049,oop,2026-06-14,13,0.48,3,6,3,0,1.0,1.022,0.417,29,0,0.5815
user_049,oop,2026-06-18,17,0.48,4,7,3,1,0.75,1.022,0.417,27,0,0.4331
user_049,oop,2026-06-20,19,0.48,2,8,3,2,0.6,1.022,0.417,67,0,0.6308
user_049,vector-db,2026-06-21,20,0.58,1,6,1,1,0.5,1.022,0.417,78,1,0.7681
user_049,python-basics,2026-06-22,21,0.22,15,1,0,0,0.0,1.022,0.417,35,0,0.0593
user_049,prompt-engineering,2026-06-22,21,0.35,1,11,1,1,0.5,1.022,0.417,81,1,0.9299
user_049,pandas,2026-06-23,22,0.38,5,10,3,1,0.75,1.022,0.417,81,1,0.5175
user_049,pandas,2026-06-24,23,0.38,0,12,4,1,0.8,1.022,0.417,97,1,0.97
user_049,pandas,2026-06-25,24,0.38,1,13,5,1,0.833,1.022,0.417,96,1,0.9438
user_049,pandas,2026-06-26,25,0.38,1,14,6,1,0.857,1.022,0.417,90,1,0.9524
user_049,pandas,2026-06-27,26,0.38,1,15,7,1,0.875,1.022,0.417,89,1,0.9597
user_049,vector-db,2026-06-28,27,0.58,7,7,2,1,0.667,1.022,0.417,69,0,0.1898
user_049,prompt-engineering,2026-06-30,29,0.35,8,12,2,1,0.667,1.022,0.417,83,1,0.4294
user_050,neo4j-graph,2026-06-08,7,0.57,7,1,0,0,0.0,1.143,0.338,75,1,0.0719
user_050,python-basics,2026-06-11,10,0.22,2,2,0,0,0.0,1.143,0.338,91,1,0.5836
user_050,rag,2026-06-13,12,0.62,4,4,0,0,0.0,1.143,0.338,47,0,0.2749
user_050,python-basics,2026-06-18,17,0.22,7,3,1,0,1.0,1.143,0.338,48,0,0.2303
user_050,linear-regression,2026-06-19,18,0.5,1,4,0,0,0.0,1.143,0.338,100,1,0.779
user_050,neo4j-graph,2026-06-22,21,0.57,10,3,1,0,1.0,1.143,0.338,54,0,0.0815
user_050,classification,2026-06-23,22,0.52,11,2,0,0,0.0,1.143,0.338,68,0,0.0652
user_050,statistics,2026-06-26,25,0.55,1,3,0,0,0.0,1.143,0.338,96,1,0.7387
user_050,neo4j-graph,2026-06-28,27,0.57,3,6,1,1,0.5,1.143,0.338,43,0,0.4414
user_050,fastapi,2026-06-29,28,0.4,6,1,0,0,0.0,1.143,0.338,30,0,0.1023
user_050,linear-regression,2026-06-30,29,0.5,10,6,1,0,1.0,1.143,0.338,97,1,0.1488
user_051,statistics,2026-06-13,12,0.55,12,1,0,0,0.0,0.672,0.636,55,0,0.0552
user_051,vector-db,2026-06-13,12,0.58,7,2,0,0,0.0,0.672,0.636,55,0,0.0837
user_051,rag,2026-06-14,13,0.62,5,1,0,0,0.0,0.672,0.636,47,0,0.0852
user_051,python-basics,2026-06-16,15,0.22,12,1,0,0,0.0,0.672,0.636,20,0,0.0619
user_051,python-basics,2026-06-17,16,0.22,1,2,0,1,0.0,0.672,0.636,97,1,0.6823
user_051,python-basics,2026-06-17,16,0.22,0,3,1,1,0.5,0.672,0.636,21,0,0.97
user_051,vector-db,2026-06-18,17,0.58,5,3,0,1,0.0,0.672,0.636,50,0,0.1112
user_051,vector-db,2026-06-18,17,0.58,0,4,0,2,0.0,0.672,0.636,76,1,0.97
user_051,sql-joins,2026-06-18,17,0.42,2,1,0,0,0.0,0.672,0.636,98,1,0.4166
user_051,linear-regression,2026-06-21,20,0.5,9,3,0,0,0.0,0.672,0.636,32,0,0.0835
user_051,sql-joins,2026-06-22,21,0.42,4,2,1,0,1.0,0.672,0.636,20,0,0.276
user_051,vector-db,2026-06-23,22,0.58,0,7,1,2,0.333,0.672,0.636,75,1,0.97
user_051,linear-regression,2026-06-25,24,0.5,0,6,0,1,0.0,0.672,0.636,81,1,0.97
user_051,vector-db,2026-06-26,25,0.58,3,8,2,2,0.5,0.672,0.636,96,1,0.4615
user_052,statistics,2026-06-08,7,0.55,5,1,0,0,0.0,0.801,0.527,35,0,0.0968
user_052,pandas,2026-06-10,9,0.38,2,1,0,0,0.0,0.801,0.527,52,0,0.4464
user_052,linear-regression,2026-06-13,12,0.5,4,3,0,0,0.0,0.801,0.527,53,0,0.2788
user_052,python-basics,2026-06-15,14,0.22,9,1,0,0,0.0,0.801,0.527,69,0,0.0774
user_052,classification,2026-06-16,15,0.52,9,2,0,0,0.0,0.801,0.527,25,0,0.0675
user_052,statistics,2026-06-18,17,0.55,10,2,0,1,0.0,0.801,0.527,62,0,0.0535
user_052,classification,2026-06-19,18,0.52,3,4,0,1,0.0,0.801,0.527,79,1,0.3214
user_052,classification,2026-06-20,19,0.52,1,5,1,1,0.5,0.801,0.527,63,0,0.7588
user_052,statistics,2026-06-22,21,0.55,1,4,0,2,0.0,0.801,0.527,28,0,0.6006
user_052,pandas,2026-06-25,24,0.38,4,4,0,1,0.0,0.801,0.527,25,0,0.2861
user_052,statistics,2026-06-26,25,0.55,2,6,0,3,0.0,0.801,0.527,85,1,0.4029
user_052,statistics,2026-06-29,28,0.55,1,9,1,3,0.25,0.801,0.527,43,0,0.7877
user_053,neo4j-graph,2026-06-03,2,0.57,1,1,0,0,0.0,0.666,0.447,36,0,0.549
user_053,oop,2026-06-06,5,0.48,0,1,0,0,0.0,0.666,0.447,88,1,0.97
user_053,python-basics,2026-06-07,6,0.22,3,2,0,0,0.0,0.666,0.447,98,1,0.4349
user_053,neo4j-graph,2026-06-11,10,0.57,6,3,0,1,0.0,0.666,0.447,39,0,0.0602
user_053,linear-regression,2026-06-11,10,0.5,10,1,0,0,0.0,0.666,0.447,23,0,0.0393
user_053,neo4j-graph,2026-06-13,12,0.57,0,5,0,2,0.0,0.666,0.447,83,1,0.97
user_053,python-basics,2026-06-16,15,0.22,0,5,1,0,1.0,0.666,0.447,85,1,0.97
user_053,rag,2026-06-20,19,0.62,2,5,0,0,0.0,0.666,0.447,84,1,0.5243
user_053,rag,2026-06-20,19,0.62,0,6,1,0,1.0,0.666,0.447,94,1,0.97
user_053,oop,2026-06-22,21,0.48,0,5,1,0,1.0,0.666,0.447,98,1,0.97
user_053,sql-joins,2026-06-23,22,0.42,6,2,0,0,0.0,0.666,0.447,58,0,0.1319
user_053,rag,2026-06-23,22,0.62,3,7,2,0,1.0,0.666,0.447,40,0,0.4884
user_053,oop,2026-06-24,23,0.48,2,6,2,0,1.0,0.666,0.447,89,1,0.6534
user_054,statistics,2026-06-03,2,0.55,1,1,0,0,0.0,0.848,0.629,87,1,0.6213
user_054,fastapi,2026-06-03,2,0.4,1,1,0,0,0.0,0.848,0.629,97,1,0.6907
user_054,prompt-engineering,2026-06-07,6,0.35,3,1,0,0,0.0,0.848,0.629,58,0,0.3243
user_054,classification,2026-06-15,14,0.52,6,6,0,0,0.0,0.848,0.629,39,0,0.2681
user_054,prompt-engineering,2026-06-16,15,0.35,0,4,0,1,0.0,0.848,0.629,86,1,0.97
user_054,pandas,2026-06-17,16,0.38,12,2,0,0,0.0,0.848,0.629,37,0,0.0741
user_054,oop,2026-06-17,16,0.48,3,4,0,0,0.0,0.848,0.629,25,0,0.4518
user_054,pandas,2026-06-19,18,0.38,2,3,0,1,0.0,0.848,0.629,84,1,0.466
user_054,statistics,2026-06-22,21,0.55,2,4,1,0,1.0,0.848,0.629,48,0,0.5737
user_054,pandas,2026-06-27,26,0.38,1,7,1,1,0.5,0.848,0.629,81,1,0.8747
user_054,sql-joins,2026-06-29,28,0.42,3,6,0,0,0.0,0.848,0.629,30,0,0.5793
user_054,oop,2026-06-30,29,0.48,6,7,0,1,0.0,0.848,0.629,70,0,0.2644
user_055,fastapi,2026-06-12,11,0.4,11,2,0,0,0.0,0.857,0.749,28,0,0.0955
user_055,sql-joins,2026-06-14,13,0.42,11,1,0,0,0.0,0.857,0.749,100,1,0.0834
user_055,statistics,2026-06-15,14,0.55,8,1,0,0,0.0,0.857,0.749,33,0,0.0846
user_055,prompt-engineering,2026-06-20,19,0.35,1,5,0,0,0.0,0.857,0.749,89,1,0.872
user_055,sql-joins,2026-06-20,19,0.42,6,2,1,0,1.0,0.857,0.749,47,0,0.1889
user_055,classification,2026-06-21,20,0.52,0,8,0,0,0.0,0.857,0.749,75,1,0.97
user_055,prompt-engineering,2026-06-22,21,0.35,2,6,1,0,1.0,0.857,0.749,82,1,0.7526
user_055,sql-joins,2026-06-24,23,0.42,1,4,1,1,0.5,0.857,0.749,86,1,0.7866
user_055,fastapi,2026-06-24,23,0.4,7,6,0,1,0.0,0.857,0.749,99,1,0.2608
user_055,classification,2026-06-28,27,0.52,7,9,1,0,1.0,0.857,0.749,76,1,0.3293
